"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m²)","PAR (µmol/m²/s)","max. PAR (µmol/m²/s)","Tlog (degC)","CO2 (ppm)"
04.07.2020 12:50:00,  989.89,   23.21,  297.22,    8.78,   39.74,   28.50,   11.33,   17.17,    7.15,   11.44, 1158.55,    5.51,    9.01,  217.70,    0.00,    0.00,  720.46, 1456.33, 2380.11,   33.51,  402.80
04.07.2020 13:00:00,  989.82,   23.04,  297.06,    8.46,   39.27,   28.21,   11.08,   17.13,    6.99,   11.19, 1159.24,    6.19,    9.95,  221.60,    0.00,    0.00,  622.38, 1246.81, 1815.48,   33.61,  403.50
04.07.2020 13:10:00,  989.70,   22.87,  296.90,    8.44,   39.64,   27.92,   11.07,   16.85,    6.98,   11.18, 1159.77,    6.74,   10.25,  208.60,    0.00,    0.00,  514.85, 1041.31, 1397.25,   33.65,  403.50
04.07.2020 13:20:00,  989.56,   23.01,  297.05,    8.80,   40.27,   28.16,   11.34,   16.82,    7.16,   11.46, 1158.94,    5.31,    8.94,  204.80,    0.00,    0.00,  825.77, 1673.57, 2277.40,   33.60,  403.00
04.07.2020 13:30:00,  989.52,   23.65,  297.70,    8.87,   38.94,   29.26,   11.40,   17.87,    7.19,   11.52, 1156.36,    5.36,    8.92,  212.80,    0.00,    0.00,  731.27, 1472.20, 2278.61,   33.62,  402.60
04.07.2020 13:40:00,  989.54,   24.02,  298.07,    8.80,   37.90,   29.92,   11.34,   18.58,    7.16,   11.46, 1154.97,    4.92,   10.00,  232.80,    0.00,    0.00,  734.14, 1472.90, 2247.56,   33.76,  401.90
04.07.2020 13:50:00,  989.44,   23.73,  297.78,    8.86,   38.72,   29.41,   11.39,   18.02,    7.19,   11.51, 1155.96,    5.27,    8.97,  218.00,    0.00,    0.00,  696.44, 1400.12, 2498.94,   33.97,  401.90
04.07.2020 14:00:00,  989.45,   23.69,  297.74,    8.80,   38.65,   29.33,   11.34,   18.00,    7.16,   11.46, 1156.15,    6.30,    9.65,  220.40,    0.00,    0.00,  703.49, 1418.65, 2236.24,   34.17,  401.70
04.07.2020 14:10:00,  989.48,   23.65,  297.70,    8.97,   39.18,   29.26,   11.47,   17.80,    7.24,   11.59, 1156.29,    6.14,    8.92,  217.90,    0.00,    0.00,  766.04, 1563.38, 2141.50,   34.28,  401.60
04.07.2020 14:20:00,  989.40,   23.59,  297.65,    8.79,   38.87,   29.16,   11.33,   17.82,    7.16,   11.46, 1156.48,    6.75,   10.41,  219.50,    0.00,    0.00,  835.21, 1684.43, 1719.77,   34.30,  402.10
04.07.2020 14:30:00,  989.31,   23.75,  297.81,    9.02,   39.10,   29.44,   11.51,   17.93,    7.27,   11.64, 1155.68,    5.68,    7.93,  223.20,    0.00,    0.00,  794.83, 1607.41, 1788.29,   34.27,  401.90
04.07.2020 14:40:00,  989.19,   24.08,  298.16,    9.36,   39.22,   30.03,   11.78,   18.25,    7.44,   11.91, 1154.14,    4.89,    9.27,  205.90,    0.00,    0.00,  842.78, 1693.64, 1734.90,   34.28,  401.50
04.07.2020 14:50:00,  988.92,   24.16,  298.26,    9.38,   39.09,   30.17,   11.80,   18.38,    7.45,   11.93, 1153.50,    6.49,    8.98,  211.20,    0.00,    0.00,  829.14, 1664.30, 1701.99,   34.40,  401.10
04.07.2020 15:00:00,  988.74,   24.43,  298.55,    8.79,   36.95,   30.67,   11.33,   19.34,    7.16,   11.46, 1152.45,    7.20,   10.99,  213.10,    0.00,    0.00,  831.91, 1660.37, 1711.09,   34.52,  400.80
04.07.2020 15:10:00,  988.84,   24.63,  298.74,    8.30,   35.32,   31.04,   10.96,   20.07,    6.92,   11.09, 1151.96,    6.41,   10.30,  217.20,    0.00,    0.00,  791.43, 1581.79, 1592.72,   34.62,  400.90
04.07.2020 15:20:00,  989.00,   24.74,  298.83,    8.44,   35.43,   31.24,   11.07,   20.17,    6.99,   11.19, 1151.67,    6.05,    8.29,  215.50,    0.00,    0.00,  797.90, 1590.35, 1707.44,   34.71,  400.60
04.07.2020 15:30:00,  989.09,   24.90,  298.99,    8.66,   35.62,   31.54,   11.23,   20.30,    7.10,   11.36, 1151.08,    5.30,    8.07,  220.10,    0.00,    0.00,  658.24, 1325.02, 1968.00,   34.81,  400.20
04.07.2020 15:40:00,  989.04,   24.76,  298.85,    8.81,   36.27,   31.28,   11.34,   19.93,    7.17,   11.47, 1151.52,    5.14,    8.00,  230.40,    0.00,    0.00,  454.10,  923.85, 1481.86,   34.93,  399.70
04.07.2020 15:50:00,  988.91,   24.43,  298.53,    8.75,   36.84,   30.67,   11.30,   19.37,    7.14,   11.42, 1152.66,    6.19,    9.79,  221.40,    0.00,    0.00,  348.23,  707.62, 1209.41,   35.00,  399.70
04.07.2020 16:00:00,  988.87,   24.31,  298.41,    8.48,   36.43,   30.45,   11.09,   19.36,    7.01,   11.22, 1153.17,    6.70,    9.40,  217.50,    0.00,    0.00,  451.17,  924.39, 1742.42,   34.93,  400.10
04.07.2020 16:10:00,  988.84,   24.76,  298.87,    8.90,   36.51,   31.28,   11.42,   19.86,    7.21,   11.55, 1151.25,    5.24,    9.10,  216.90,    0.00,    0.00,  689.45, 1368.33, 1771.99,   34.73,  399.70
04.07.2020 16:20:00,  988.75,   24.94,  299.06,    8.62,   35.43,   31.61,   11.20,   20.41,    7.08,   11.33, 1150.55,    6.57,    9.98,  223.90,    0.00,    0.00,  585.07, 1178.90, 1665.58,   34.67,  400.10
04.07.2020 16:30:00,  988.72,   24.66,  298.78,    8.15,   34.90,   31.09,   10.85,   20.24,    6.85,   10.97, 1151.75,    6.99,   10.36,  217.30,    0.00,    0.00,  338.92,  693.58, 1130.57,   34.68,  401.00
04.07.2020 16:40:00,  988.43,   24.66,  298.80,    8.22,   35.06,   31.09,   10.90,   20.19,    6.89,   11.03, 1151.39,    6.75,    9.19,  209.00,    0.00,    0.00,  433.97,  879.35, 1475.63,   34.60,  401.30
04.07.2020 16:50:00,  988.45,   24.74,  298.88,    8.72,   36.09,   31.24,   11.27,   19.97,    7.13,   11.41, 1150.94,    4.00,    7.68,  226.20,    0.00,    0.00,  243.60,  497.92,  558.90,   34.50,  400.90
04.07.2020 17:00:00,  988.50,   24.66,  298.80,    8.73,   36.30,   31.09,   11.29,   19.80,    7.13,   11.42, 1151.30,    4.13,    7.28,  218.60,    0.00,    0.00,  308.43,  633.02, 1016.73,   34.42,  401.10
04.07.2020 17:10:00,  988.41,   24.78,  298.93,    8.62,   35.78,   31.31,   11.20,   20.11,    7.08,   11.34, 1150.77,    5.33,    8.64,  216.00,    0.00,    0.00,  267.53,  541.24,  628.60,   34.36,  401.20
04.07.2020 17:20:00,  988.34,   24.75,  298.90,    9.00,   36.76,   31.26,   11.49,   19.77,    7.26,   11.63, 1150.67,    4.25,    7.09,  215.30,    0.00,    0.00,  279.11,  572.53,  769.01,   34.32,  401.00
04.07.2020 17:30:00,  988.33,   24.77,  298.92,    9.11,   37.00,   31.30,   11.58,   19.72,    7.32,   11.72, 1150.54,    5.16,    8.00,  213.60,    0.00,    0.00,  212.85,  435.20,  515.63,   34.28,  401.10
04.07.2020 17:40:00,  988.36,   24.57,  298.72,    9.22,   37.73,   30.92,   11.67,   19.26,    7.38,   11.81, 1151.31,    3.66,    6.38,  222.80,    0.00,    0.00,  126.45,  260.02,  350.19,   34.24,  401.30
04.07.2020 17:50:00,  988.35,   24.43,  298.58,    9.36,   38.40,   30.67,   11.78,   18.89,    7.44,   11.91, 1151.80,    2.68,    3.96,  223.60,    0.00,    0.00,   86.26,  179.79,  202.35,   34.18,  401.40
04.07.2020 18:00:00,  988.35,   24.29,  298.44,    9.38,   38.78,   30.41,   11.79,   18.62,    7.46,   11.93, 1152.33,    2.30,    4.34,  228.50,    0.00,    0.00,   78.90,  167.18,  192.25,   34.10,  401.90
04.07.2020 18:10:00,  988.48,   24.14,  298.28,    9.30,   38.92,   30.14,   11.73,   18.41,    7.41,   11.87, 1153.09,    2.91,    4.78,  232.30,    0.00,    0.00,   95.36,  203.34,  267.45,   34.02,  402.20
04.07.2020 18:20:00,  988.49,   24.10,  298.24,    9.46,   39.43,   30.07,   11.86,   18.21,    7.49,   11.99, 1153.20,    3.16,    5.85,  216.40,    0.00,    0.00,  112.76,  238.24,  273.23,   33.92,  402.20
04.07.2020 18:30:00,  988.52,   24.09,  298.22,    9.34,   39.13,   30.05,   11.76,   18.29,    7.43,   11.89, 1153.32,    3.69,    6.04,  226.50,    0.00,    0.00,   93.02,  199.95,  212.02,   33.80,  402.10
04.07.2020 18:40:00,  988.48,   24.00,  298.14,    9.42,   39.55,   29.89,   11.82,   18.07,    7.47,   11.96, 1153.59,    2.35,    4.37,  218.00,    0.00,    0.00,   80.50,  171.87,  210.44,   33.66,  402.60
04.07.2020 18:50:00,  988.46,   23.85,  297.99,    9.53,   40.21,   29.62,   11.91,   17.71,    7.53,   12.05, 1154.11,    2.97,    4.74,  229.80,    0.00,    0.00,   71.77,  151.68,  219.49,   33.53,  402.80
04.07.2020 19:00:00,  988.44,   23.78,  297.92,    9.78,   41.08,   29.49,   12.12,   17.38,    7.66,   12.26, 1154.27,    3.21,    7.69,  221.40,    0.00,    0.00,   81.07,  167.13,  222.07,   33.41,  402.40
04.07.2020 19:10:00,  988.38,   23.77,  297.91,    9.89,   41.41,   29.48,   12.21,   17.27,    7.72,   12.35, 1154.20,    3.37,    4.95,  209.80,    0.00,    0.00,   38.34,   85.63,  134.81,   33.29,  402.30
04.07.2020 19:20:00,  988.26,   23.70,  297.85,    9.93,   41.68,   29.35,   12.23,   17.12,    7.74,   12.38, 1154.32,    3.66,    5.32,  210.00,    0.00,    0.00,   31.84,   70.38,  100.17,   33.17,  402.60
04.07.2020 19:30:00,  988.19,   23.60,  297.76,   10.00,   42.13,   29.18,   12.29,   16.88,    7.77,   12.44, 1154.60,    3.55,    5.88,  217.70,    0.00,    0.00,   62.30,  125.31,  140.89,   33.01,  403.30
04.07.2020 19:40:00,  988.12,   23.49,  297.66,    9.96,   42.29,   28.98,   12.26,   16.73,    7.75,   12.40, 1154.96,    4.09,    6.63,  213.20,    0.00,    0.00,   37.51,   81.39,  107.08,   32.86,  403.00
04.07.2020 19:50:00,  988.09,   23.34,  297.51,    9.89,   42.48,   28.72,   12.20,   16.52,    7.72,   12.35, 1155.54,    4.10,    7.31,  216.00,    0.00,    0.00,   22.28,   52.31,   63.11,   32.68,  403.20
04.07.2020 20:00:00,  988.16,   23.23,  297.39,    9.86,   42.67,   28.53,   12.18,   16.36,    7.70,   12.32, 1156.06,    3.92,    6.63,  214.10,    0.00,    0.00,   20.46,   45.07,   51.53,   32.48,  403.30
04.07.2020 20:10:00,  988.27,   23.04,  297.19,    9.98,   43.52,   28.21,   12.28,   15.93,    7.76,   12.42, 1156.88,    2.15,    4.12,  219.90,    0.00,    0.00,   13.98,   32.07,   37.01,   32.27,  404.30
04.07.2020 20:20:00,  988.36,   22.81,  296.95,   10.07,   44.39,   27.82,   12.35,   15.47,    7.81,   12.49, 1157.86,    3.18,    5.63,  231.50,    0.00,    0.00,    8.60,   21.05,   25.93,   32.09,  404.70
04.07.2020 20:30:00,  988.45,   22.69,  296.82,   10.12,   44.87,   27.62,   12.39,   15.22,    7.83,   12.54, 1158.41,    3.44,    6.15,  227.10,    0.00,    0.00,    5.67,   12.74,   18.55,   31.91,  404.90
04.07.2020 20:40:00,  988.54,   22.62,  296.75,   10.17,   45.23,   27.50,   12.44,   15.06,    7.86,   12.58, 1158.77,    2.53,    5.21,  222.20,    0.00,    0.00,    0.73,    4.89,    6.96,   31.71,  405.70
04.07.2020 20:50:00,  988.60,   22.52,  296.64,   10.21,   45.61,   27.33,   12.47,   14.87,    7.88,   12.61, 1159.22,    2.79,    4.58,  223.80,    0.00,    0.00,    0.00,    1.93,    2.96,   31.54,  406.40
04.07.2020 21:00:00,  988.60,   22.40,  296.52,   10.24,   46.04,   27.13,   12.49,   14.64,    7.90,   12.64, 1159.68,    2.50,    4.20,  221.60,    0.00,    0.00,    0.00,    0.00,    1.17,   31.39,  407.00
04.07.2020 21:10:00,  988.61,   22.25,  296.37,   10.33,   46.75,   26.89,   12.57,   14.32,    7.95,   12.71, 1160.25,    2.14,    3.98,  210.10,    0.00,    0.00,    0.00,    0.00,    0.00,   31.25,  408.50
04.07.2020 21:20:00,  988.56,   22.16,  296.28,   10.35,   47.07,   26.74,   12.59,   14.15,    7.96,   12.73, 1160.54,    2.56,    4.81,  210.70,    0.00,    0.00,    0.00,    0.00,    0.00,   31.12,  409.20
04.07.2020 21:30:00,  988.57,   22.02,  296.14,   10.37,   47.52,   26.51,   12.60,   13.91,    7.97,   12.75, 1161.09,    2.46,    3.83,  221.30,    0.00,    0.00,    0.00,    0.00,    0.00,   31.00,  409.60
04.07.2020 21:40:00,  988.52,   21.90,  296.03,   10.34,   47.77,   26.32,   12.57,   13.75,    7.95,   12.72, 1161.52,    2.98,    4.49,  219.50,    0.00,    0.00,    0.00,    0.00,    0.00,   30.87,  408.90
04.07.2020 21:50:00,  988.50,   21.78,  295.91,   10.31,   48.05,   26.13,   12.55,   13.57,    7.94,   12.70, 1161.97,    3.83,    5.88,  229.40,    0.00,    0.00,    0.00,    0.00,    0.00,   30.71,  408.60
04.07.2020 22:00:00,  988.46,   21.61,  295.74,   10.29,   48.48,   25.86,   12.54,   13.32,    7.93,   12.68, 1162.61,    3.78,    5.60,  226.40,    0.00,    0.00,    0.00,    0.00,    0.00,   30.51,  408.80
04.07.2020 22:10:00,  988.45,   21.40,  295.53,   10.30,   49.15,   25.53,   12.55,   12.98,    7.93,   12.69, 1163.42,    2.61,    4.52,  220.90,    0.00,    0.00,    0.00,    0.00,    0.00,   30.28,  409.70
04.07.2020 22:20:00,  988.47,   21.17,  295.30,   10.31,   49.87,   25.17,   12.55,   12.62,    7.94,   12.70, 1164.35,    2.03,    3.13,  223.10,    0.00,    0.00,    0.00,    0.00,    0.00,   30.07,  410.20
04.07.2020 22:30:00,  988.53,   21.02,  295.14,   10.33,   50.40,   24.94,   12.57,   12.37,    7.95,   12.72, 1165.00,    2.21,    3.63,  225.80,    0.00,    0.00,    0.00,    0.00,    0.00,   29.90,  410.30
04.07.2020 22:40:00,  988.49,   20.86,  294.99,   10.43,   51.25,   24.70,   12.66,   12.04,    8.00,   12.80, 1165.55,    2.80,    5.13,  211.80,    0.00,    0.00,    0.00,    0.00,    0.00,   29.75,  411.90
04.07.2020 22:50:00,  988.44,   20.54,  294.67,   10.56,   52.72,   24.21,   12.77,   11.45,    8.07,   12.92, 1166.71,    2.82,    4.08,  211.20,    0.00,    0.00,    0.00,    0.00,    0.00,   29.60,  414.40
04.07.2020 23:00:00,  988.41,   20.18,  294.31,   10.64,   54.20,   23.68,   12.84,   10.85,    8.12,   12.99, 1168.08,    2.75,    3.32,  213.40,    0.00,    0.00,    0.00,    0.00,    0.00,   29.43,  416.10
04.07.2020 23:10:00,  988.45,   20.08,  294.21,   10.61,   54.41,   23.54,   12.81,   10.73,    8.10,   12.96, 1168.54,    2.42,    3.45,  224.00,    0.00,    0.00,    0.00,    0.00,    0.00,   29.24,  414.30
04.07.2020 23:20:00,  988.38,   19.95,  294.08,   10.71,   55.21,   23.35,   12.89,   10.46,    8.15,   13.04, 1168.94,    2.94,    3.63,  220.70,    0.00,    0.00,    0.00,    0.00,    0.00,   29.05,  416.40
04.07.2020 23:30:00,  988.38,   19.97,  294.10,   10.61,   54.79,   23.38,   12.81,   10.57,    8.10,   12.96, 1168.89,    2.77,    3.93,  222.10,    0.00,    0.00,    0.00,    0.00,    0.00,   28.86,  414.60
04.07.2020 23:40:00,  988.32,   19.87,  294.01,   10.68,   55.38,   23.23,   12.87,   10.37,    8.14,   13.02, 1169.19,    2.42,    3.62,  224.00,    0.00,    0.00,    0.00,    0.00,    0.00,   28.66,  416.40
04.07.2020 23:50:00,  988.25,   19.94,  294.08,   10.69,   55.19,   23.33,   12.88,   10.46,    8.15,   13.03, 1168.83,    2.45,    4.08,  217.10,    0.00,    0.00,    0.00,    0.00,    0.00,   28.50,  415.30
05.07.2020 00:00:00,  988.15,   19.83,  293.98,   10.83,   56.06,   23.17,   12.99,   10.18,    8.22,   13.15, 1169.10,    2.93,    4.10,  218.20,    0.00,    0.00,    0.00,    0.00,    0.00,   28.38,  417.30
05.07.2020 00:10:00,  988.14,   19.93,  294.08,   10.91,   56.03,   23.32,   13.07,   10.25,    8.27,   13.22, 1168.65,    2.77,    4.17,  220.30,    0.00,    0.00,    0.00,    0.00,    0.00,   28.29,  417.00
05.07.2020 00:20:00,  988.20,   20.16,  294.31,   11.02,   55.64,   23.65,   13.16,   10.49,    8.33,   13.32, 1167.76,    2.24,    3.86,  219.00,    0.00,    0.00,    0.00,    0.00,    0.00,   28.22,  415.10
05.07.2020 00:30:00,  988.20,   20.17,  294.32,   11.11,   55.95,   23.67,   13.24,   10.43,    8.38,   13.40, 1167.69,    1.85,    2.75,  202.90,    0.00,    0.00,    0.00,    0.00,    0.00,   28.19,  417.00
05.07.2020 00:40:00,  988.20,   20.22,  294.37,   11.15,   55.91,   23.74,   13.27,   10.47,    8.40,   13.43, 1167.47,    2.44,    4.15,  216.60,    0.00,    0.00,    0.00,    0.00,    0.00,   28.20,  415.00
05.07.2020 00:50:00,  988.22,   20.37,  294.52,   11.17,   55.49,   23.96,   13.30,   10.67,    8.41,   13.45, 1166.89,    3.47,    5.18,  211.20,    0.00,    0.00,    0.00,    0.00,    0.00,   28.21,  413.60
05.07.2020 01:00:00,  988.19,   20.30,  294.45,   11.23,   55.93,   23.86,   13.34,   10.51,    8.44,   13.50, 1167.11,    3.38,    5.42,  198.60,    0.00,    0.00,    0.00,    0.00,    0.00,   28.20,  415.00
05.07.2020 01:10:00,  988.18,   20.30,  294.45,   11.21,   55.87,   23.86,   13.33,   10.53,    8.43,   13.49, 1167.11,    2.33,    4.35,  188.90,    0.00,    0.00,    0.00,    0.00,    0.00,   28.18,  415.10
05.07.2020 01:20:00,  988.17,   20.19,  294.34,   11.27,   56.46,   23.70,   13.38,   10.32,    8.46,   13.54, 1167.51,    1.50,    2.85,  206.90,    0.00,    0.00,    0.00,    0.00,    0.00,   28.17,  416.00
05.07.2020 01:30:00,  988.11,   19.97,  294.12,   11.40,   57.74,   23.38,   13.50,    9.88,    8.54,   13.66, 1168.26,    1.65,    2.81,  197.80,    0.00,    0.00,    0.00,    0.00,    0.00,   28.19,  417.70
05.07.2020 01:40:00,  988.06,   19.73,  293.89,   11.48,   58.93,   23.03,   13.57,    9.46,    8.59,   13.74, 1169.13,    1.74,    2.43,  213.80,    0.00,    0.00,    0.00,    0.00,    0.00,   28.21,  419.30
05.07.2020 01:50:00,  988.03,   19.56,  293.72,   11.58,   59.94,   22.79,   13.66,    9.13,    8.64,   13.83, 1169.73,    1.28,    2.06,  211.70,    0.00,    0.00,    0.00,    0.00,    0.00,   28.22,  420.20
05.07.2020 02:00:00,  987.96,   19.35,  293.52,   11.73,   61.34,   22.49,   13.80,    8.70,    8.73,   13.97, 1170.42,    1.79,    3.01,  206.30,    0.00,    0.00,    0.00,    0.00,    0.00,   28.23,  423.20
05.07.2020 02:10:00,  987.81,   19.40,  293.58,   11.76,   61.25,   22.56,   13.82,    8.74,    8.75,   13.99, 1170.04,    2.61,    3.74,  209.00,    0.00,    0.00,    0.00,    0.00,    0.00,   28.22,  421.30
05.07.2020 02:20:00,  987.87,   19.46,  293.63,   11.89,   61.56,   22.65,   13.94,    8.71,    8.83,   14.11, 1169.81,    1.89,    4.13,  224.80,    0.00,    0.00,    0.00,    0.00,    0.00,   28.16,  420.00
05.07.2020 02:30:00,  987.78,   19.25,  293.43,   12.08,   63.17,   22.35,   14.12,    8.23,    8.94,   14.30, 1170.46,    1.97,    3.22,  220.40,    0.00,    0.00,    0.00,    0.00,    0.00,   28.11,  423.80
05.07.2020 02:40:00,  987.67,   19.26,  293.45,   12.15,   63.41,   22.37,   14.18,    8.18,    8.98,   14.36, 1170.27,    2.63,    4.26,  226.60,    0.00,    0.00,    0.00,    0.00,    0.00,   28.06,  420.50
05.07.2020 02:50:00,  987.60,   19.53,  293.73,   12.19,   62.53,   22.75,   14.22,    8.52,    9.01,   14.40, 1169.08,    2.33,    4.21,  231.50,    0.00,    0.00,    0.00,    0.00,    0.00,   28.01,  418.10
05.07.2020 03:00:00,  987.48,   19.67,  293.88,   12.34,   62.58,   22.95,   14.36,    8.59,    9.09,   14.54, 1168.32,    2.87,    4.60,  217.30,    0.00,    0.00,    0.00,    0.00,    0.00,   27.97,  420.30
05.07.2020 03:10:00,  987.46,   19.69,  293.90,   12.42,   62.84,   22.97,   14.44,    8.54,    9.14,   14.62, 1168.18,    3.46,    5.69,  217.20,    0.00,    0.00,    0.00,    0.00,    0.00,   27.95,  418.60
05.07.2020 03:20:00,  987.45,   19.82,  294.03,   12.44,   62.43,   23.16,   14.46,    8.70,    9.16,   14.64, 1167.64,    3.43,    5.25,  206.90,    0.00,    0.00,    0.00,    0.00,    0.00,   27.92,  416.90
05.07.2020 03:30:00,  987.38,   19.90,  294.12,   12.42,   62.04,   23.28,   14.44,    8.84,    9.15,   14.62, 1167.25,    3.36,    4.79,  203.80,    0.00,    0.00,    0.00,    0.00,    0.00,   27.90,  416.40
05.07.2020 03:40:00,  987.39,   19.83,  294.05,   12.43,   62.34,   23.17,   14.45,    8.73,    9.15,   14.63, 1167.54,    2.37,    3.32,  209.20,    0.00,    0.00,    0.00,    0.00,    0.00,   27.89,  417.20
05.07.2020 03:50:00,  987.37,   19.68,  293.90,   12.47,   63.08,   22.96,   14.48,    8.48,    9.17,   14.67, 1168.09,    2.39,    3.16,  210.50,    0.00,    0.00,    0.00,    0.00,    1.64,   27.88,  418.10
05.07.2020 04:00:00,  987.36,   19.47,  293.69,   12.54,   64.20,   22.66,   14.55,    8.11,    9.22,   14.74, 1168.89,    1.94,    2.85,  204.80,    0.00,    0.00,    0.00,    3.06,    4.60,   27.89,  421.90
05.07.2020 04:10:00,  987.36,   19.46,  293.68,   12.45,   63.87,   22.65,   14.47,    8.18,    9.16,   14.65, 1168.97,    1.53,    2.71,  208.30,    0.00,    0.00,    0.85,    5.56,    6.48,   27.89,  419.10
05.07.2020 04:20:00,  987.28,   19.59,  293.81,   12.45,   63.37,   22.83,   14.47,    8.36,    9.17,   14.66, 1168.35,    2.34,    3.22,  206.70,    0.00,    0.00,    2.38,    8.49,   11.12,   27.91,  419.10
05.07.2020 04:30:00,  987.23,   19.52,  293.75,   12.58,   64.17,   22.73,   14.59,    8.15,    9.24,   14.78, 1168.52,    1.86,    2.86,  205.80,    0.00,    0.00,    5.79,   16.30,   22.14,   27.93,  421.60
05.07.2020 04:40:00,  987.25,   19.52,  293.75,   12.65,   64.47,   22.73,   14.66,    8.08,    9.29,   14.85, 1168.51,    1.67,    3.03,  209.30,    0.00,    0.00,   11.29,   27.51,   32.26,   27.96,  420.90
05.07.2020 04:50:00,  987.17,   19.56,  293.79,   12.76,   64.77,   22.79,   14.76,    8.03,    9.35,   14.95, 1168.21,    2.29,    3.88,  205.80,    0.00,    0.00,   17.85,   41.05,   49.55,   28.00,  422.40
05.07.2020 05:00:00,  987.18,   19.69,  293.92,   12.79,   64.39,   22.97,   14.79,    8.18,    9.37,   14.99, 1167.69,    2.71,    4.00,  204.50,    0.00,    0.00,   22.62,   55.58,   71.57,   28.05,  420.10
05.07.2020 05:10:00,  987.25,   19.76,  293.99,   12.88,   64.49,   23.07,   14.88,    8.19,    9.43,   15.07, 1167.45,    2.11,    3.89,  212.90,    0.00,    0.00,   43.67,   96.05,  115.27,   28.08,  418.60
05.07.2020 05:20:00,  987.24,   19.89,  294.12,   13.00,   64.46,   23.26,   14.99,    8.27,    9.50,   15.19, 1166.87,    2.44,    4.54,  206.50,    0.00,    0.00,  106.09,  198.27,  268.35,   28.11,  417.20
05.07.2020 05:30:00,  987.12,   20.38,  294.62,   13.10,   62.97,   23.98,   15.10,    8.88,    9.57,   15.30, 1164.74,    4.27,    5.88,  200.10,    0.00,    0.00,  147.63,  269.12,  306.66,   28.22,  416.30
05.07.2020 05:40:00,  987.10,   20.69,  294.93,   13.20,   62.16,   24.44,   15.19,    9.25,    9.63,   15.39, 1163.44,    4.79,    6.65,  207.40,    0.00,    0.00,  122.36,  238.21,  366.85,   28.43,  413.50
05.07.2020 05:50:00,  987.10,   20.60,  294.84,   13.34,   63.09,   24.30,   15.33,    8.97,    9.72,   15.53, 1163.73,    6.12,    7.96,  213.10,    0.00,    0.00,   65.84,  131.03,  190.58,   28.63,  412.40
05.07.2020 06:00:00,  987.17,   20.53,  294.77,   13.48,   63.95,   24.20,   15.48,    8.72,    9.81,   15.68, 1164.03,    5.24,    7.00,  210.40,    0.00,    0.00,   66.51,  134.37,  144.56,   28.70,  412.30
05.07.2020 06:10:00,  987.20,   20.53,  294.76,   13.61,   64.50,   24.20,   15.61,    8.59,    9.89,   15.81, 1164.01,    4.76,    6.47,  212.00,    0.00,    0.00,   86.13,  176.24,  214.60,   28.69,  412.30
05.07.2020 06:20:00,  987.16,   20.60,  294.84,   13.66,   64.43,   24.30,   15.66,    8.65,    9.93,   15.86, 1163.66,    4.78,    7.26,  211.70,    0.00,    0.00,   90.82,  190.52,  212.80,   28.68,  411.80
05.07.2020 06:30:00,  987.09,   20.67,  294.91,   13.68,   64.22,   24.41,   15.68,    8.73,    9.94,   15.88, 1163.29,    5.09,    8.04,  211.90,    0.00,    0.00,  113.18,  234.78,  255.32,   28.70,  411.80
05.07.2020 06:40:00,  987.04,   20.71,  294.96,   13.71,   64.19,   24.47,   15.71,    8.76,    9.96,   15.91, 1163.06,    5.27,    7.10,  207.00,    0.00,    0.00,  130.62,  268.11,  312.74,   28.72,  411.80
05.07.2020 06:50:00,  986.94,   20.81,  295.07,   13.73,   63.91,   24.62,   15.73,    8.89,    9.98,   15.94, 1162.53,    5.34,    7.45,  204.10,    0.00,    0.00,  131.89,  270.59,  285.00,   28.74,  411.40
05.07.2020 07:00:00,  986.99,   20.92,  295.17,   13.77,   63.64,   24.79,   15.77,    9.01,   10.00,   15.98, 1162.14,    4.98,    7.24,  205.50,    0.00,    0.00,  150.58,  312.89,  344.86,   28.79,  411.30
05.07.2020 07:10:00,  987.01,   20.96,  295.21,   13.74,   63.36,   24.85,   15.74,    9.10,    9.98,   15.95, 1162.02,    5.48,    8.22,  209.40,    0.00,    0.00,  166.71,  348.26,  651.37,   28.85,  411.50
05.07.2020 07:20:00,  987.00,   21.13,  295.38,   13.87,   63.22,   25.11,   15.87,    9.24,   10.06,   16.08, 1161.28,    6.63,    9.19,  208.60,    0.00,    0.00,  300.45,  608.08, 1014.42,   28.94,  411.20
05.07.2020 07:30:00,  986.89,   21.51,  295.77,   14.07,   62.56,   25.70,   16.08,    9.62,   10.20,   16.29, 1159.56,    7.35,   10.38,  214.40,    0.00,    0.00,  408.74,  819.29,  944.40,   29.08,  410.80
05.07.2020 07:40:00,  986.87,   21.71,  295.98,   14.06,   61.77,   26.02,   16.07,    9.95,   10.19,   16.28, 1158.75,    7.74,   10.73,  204.90,    0.00,    0.00,  503.21,  988.41, 1208.92,   29.36,  411.10
05.07.2020 07:50:00,  986.96,   21.87,  296.13,   14.08,   61.26,   26.27,   16.09,   10.18,   10.21,   16.31, 1158.22,    7.67,   10.53,  213.60,    0.00,    0.00,  469.17,  932.67, 1367.23,   29.72,  410.80
